id,Groups,GroupsId,shoummName,calorie,edible
606,水产类的食物热量表,6,鲍鱼,84,65
607,水产类的食物热量表,6,面包鱼,83,52
608,水产类的食物热量表,6,墨鱼,82,69
609,水产类的食物热量表,6,琵琶虾,81,32
610,水产类的食物热量表,6,淡菜(鲜),80,49
611,水产类的食物热量表,6,海虾,79,51
612,水产类的食物热量表,6,鲜贝,77,100
613,水产类的食物热量表,6,非洲黑鲫鱼,77,53
614,水产类的食物热量表,6,鱿鱼(水浸),75,98
615,水产类的食物热量表,6,海蛰头,74,100
616,水产类的食物热量表,6,牡蛎,73,100
617,水产类的食物热量表,6,蚶子,71,27
618,水产类的食物热量表,6,海参(鲜),71,100
619,水产类的食物热量表,6,蚌肉,71,63
620,水产类的食物热量表,6,海蛎肉,66,100
621,水产类的食物热量表,6,乌鱼蛋,66,73
622,水产类的食物热量表,6,蟹肉,62,100
623,水产类的食物热量表,6,鲜赤贝,61,34
624,水产类的食物热量表,6,黄鳝(鳝丝),61,88
625,水产类的食物热量表,6,鲜扇贝,60,35
626,水产类的食物热量表,6,田螺,60,26
627,水产类的食物热量表,6,生蚝,57,100
628,水产类的食物热量表,6,蛤蜊(沙蛤),56,50
629,水产类的食物热量表,6,章鱼,52,100
630,水产类的食物热量表,6,河蚬,47,35
631,水产类的食物热量表,6,蛤蜊(花蛤),45,46
632,水产类的食物热量表,6,蛏子,40,57
633,水产类的食物热量表,6,河蚌,36,23
634,水产类的食物热量表,6,海蛰皮,33,100
635,水产类的食物热量表,6,海参(水浸),24,100
636,奶类的食物热量表,7,黄油,892,100
637,奶类的食物热量表,7,奶油,720,100
638,奶类的食物热量表,7,黄油渣,599,100
639,奶类的食物热量表,7,牛奶粉(母乳化奶粉),510,100
640,奶类的食物热量表,7,羊奶粉(全脂),498,100
641,奶类的食物热量表,7,牛奶粉(强化维生素),484,100
642,奶类的食物热量表,7,牛奶粉(全脂),478,100
643,奶类的食物热量表,7,奶片,472,100
644,奶类的食物热量表,7,牛奶粉(全脂速溶),466,100
645,奶类的食物热量表,7,奶皮子,460,100
646,奶类的食物热量表,7,牛奶粉(婴儿奶粉),443,100
647,奶类的食物热量表,7,奶疙瘩,426,100
648,奶类的食物热量表,7,冰淇淋粉,396,100
649,奶类的食物热量表,7,奶豆腐(脱脂),343,100
650,奶类的食物热量表,7,"炼乳(罐头,甜)",332,100
651,奶类的食物热量表,7,奶酪,328,100
652,奶类的食物热量表,7,奶豆腐(鲜),305,100
653,奶类的食物热量表,7,酸奶,72,100
654,奶类的食物热量表,7,果料酸奶,67,100
655,奶类的食物热量表,7,母乳,65,100
656,奶类的食物热量表,7,酸奶(中脂),64,100
657,奶类的食物热量表,7,酸奶(高蛋白),62,100
658,奶类的食物热量表,7,羊奶(鲜),59,100
659,奶类的食物热量表,7,脱脂酸奶,57,100
660,奶类的食物热量表,7,牛奶,54,100
661,奶类的食物热量表,7,"牛奶(强化VA,VD)",51,100
662,奶类的食物热量表,7,酸奶(橘味脱脂),48,100
663,奶类的食物热量表,7,果味奶,20,100
664,油脂类的食物热量表,8,棕榈油,900,100
665,油脂类的食物热量表,8,菜籽油,899,100
666,油脂类的食物热量表,8,茶油,899,100
667,油脂类的食物热量表,8,豆油,899,100
668,油脂类的食物热量表,8,花生油,899,100
669,油脂类的食物热量表,8,葵花籽油,899,100
670,油脂类的食物热量表,8,棉籽油,899,100
671,油脂类的食物热量表,8,牛油(炼),898,100
672,油脂类的食物热量表,8,色拉油,898,100
673,油脂类的食物热量表,8,香油,898,100
674,油脂类的食物热量表,8,猪油(炼),897,100
675,油脂类的食物热量表,8,鸭油(炼),897,100
676,油脂类的食物热量表,8,大麻油,897,100
677,油脂类的食物热量表,8,羊油(炼),895,100
678,油脂类的食物热量表,8,玉米油,895,100
679,油脂类的食物热量表,8,牛油,835,100
680,油脂类的食物热量表,8,猪油(未炼),827,100
681,油脂类的食物热量表,8,羊油,824,100
682,油脂类的食物热量表,8,辣椒油,450,100
683,油脂类的食物热量表,8,胡麻油,450,100
684,糕点小吃的食物热量表,9,VC饼干,572,100
685,糕点小吃的食物热量表,9,曲奇饼,546,100
686,糕点小吃的食物热量表,9,焦圈,544,100
687,糕点小吃的食物热量表,9,维夫饼干,528,100
688,糕点小吃的食物热量表,9,麻花,524,100
689,糕点小吃的食物热量表,9,开口笑,512,100
690,糕点小吃的食物热量表,9,凤尾酥,511,100
691,糕点小吃的食物热量表,9,起酥,499,100
692,糕点小吃的食物热量表,9,京式黄酥,490,100
693,糕点小吃的食物热量表,9,桃酥,481,100
694,糕点小吃的食物热量表,9,核桃薄脆,480,100
695,糕点小吃的食物热量表,9,福来酥,465,100
696,糕点小吃的食物热量表,9,春卷,463,100
697,糕点小吃的食物热量表,9,硬皮糕点,463,100
698,糕点小吃的食物热量表,9,鹅油卷,461,100
699,糕点小吃的食物热量表,9,混糖糕点,453,100
700,糕点小吃的食物热量表,9,蛋麻脆,452,100
701,糕点小吃的食物热量表,9,开花豆,446,100
702,糕点小吃的食物热量表,9,钙奶饼干,444,100
703,糕点小吃的食物热量表,9,月饼(奶油果馅),441,100
704,糕点小吃的食物热量表,9,江米条,439,100
705,糕点小吃的食物热量表,9,月饼(奶油松仁),438,100
706,糕点小吃的食物热量表,9,鸡腿酥,436,100
707,糕点小吃的食物热量表,9,黑麻香酥,436,100
708,糕点小吃的食物热量表,9,京八件,435,100
709,糕点小吃的食物热量表,9,状元饼,435,100
710,糕点小吃的食物热量表,9,奶油饼干,429,100
711,糕点小吃的食物热量表,9,饼干(奶油),429,100
712,糕点小吃的食物热量表,9,月饼(百寿宴点),428,100
713,糕点小吃的食物热量表,9,酥皮糕点,426,100
714,糕点小吃的食物热量表,9,月饼(枣泥),424,100
715,糕点小吃的食物热量表,9,黑洋酥,417,100
716,糕点小吃的食物热量表,9,月饼(五仁),416,100
717,糕点小吃的食物热量表,9,苏打饼干,408,100
718,糕点小吃的食物热量表,9,香油炒面,407,100
719,糕点小吃的食物热量表,9,月饼(豆沙),405,100
720,糕点小吃的食物热量表,9,麻香糕,401,100
721,糕点小吃的食物热量表,9,麻烘糕,397,100
722,糕点小吃的食物热量表,9,菠萝豆,392,100
723,糕点小吃的食物热量表,9,蛋黄酥,386,100
724,糕点小吃的食物热量表,9,蛋糕(奶油),378,100
725,糕点小吃的食物热量表,9,面包(法式牛角),375,100
726,糕点小吃的食物热量表,9,藕粉,372,100
727,糕点小吃的食物热量表,9,美味香酥卷,368,100
728,糕点小吃的食物热量表,9,蜜麻花,367,100
729,糕点小吃的食物热量表,9,绿豆糕,349,100
730,糕点小吃的食物热量表,9,蛋糕,347,100
731,糕点小吃的食物热量表,9,桂花藕粉,344,100
732,糕点小吃的食物热量表,9,蛋糕(蛋清),339,100
733,糕点小吃的食物热量表,9,茯苓夹饼,332,100
734,糕点小吃的食物热量表,9,碗糕,332,100
735,糕点小吃的食物热量表,9,面包(黄油),329,100
736,糕点小吃的食物热量表,9,烧饼,326,100
737,糕点小吃的食物热量表,9,面包(椰圈),320,100
738,糕点小吃的食物热量表,9,蛋糕(蒸),320,100
739,糕点小吃的食物热量表,9,面包(多维),318,100
740,糕点小吃的食物热量表,9,面包,312,100
741,糕点小吃的食物热量表,9,栗羊羹,301,100
742,糕点小吃的食物热量表,9,面包(法式配餐),282,100
743,糕点小吃的食物热量表,9,炸糕,280,100
744,糕点小吃的食物热量表,9,面包(维生素),279,100
745,糕点小吃的食物热量表,9,面包(果料),278,100
746,糕点小吃的食物热量表,9,面包(咸),274,100
747,糕点小吃的食物热量表,9,面包(麦胚),246,100
748,糕点小吃的食物热量表,9,三鲜豆皮,240,100
749,糕点小吃的食物热量表,9,烧麦,238,100
750,糕点小吃的食物热量表,9,汤包,238,100
751,糕点小吃的食物热量表,9,驴打滚,194,100
752,糕点小吃的食物热量表,9,白水羊头,193,100
753,糕点小吃的食物热量表,9,艾窝窝,190,100
754,糕点小吃的食物热量表,9,爱窝窝,190,100
755,糕点小吃的食物热量表,9,年糕,154,100
756,糕点小吃的食物热量表,9,灌肠,134,100
757,糕点小吃的食物热量表,9,豌豆黄,133,100
758,糕点小吃的食物热量表,9,炒肝,96,100
759,糕点小吃的食物热量表,9,油茶,94,100
760,糕点小吃的食物热量表,9,茶汤,92,100
761,糕点小吃的食物热量表,9,小豆粥,61,100
762,糕点小吃的食物热量表,9,凉粉(带调料),50,100
763,糕点小吃的食物热量表,9,豆腐脑(带卤),47,100
764,糕点小吃的食物热量表,9,凉粉,37,100
765,糕点小吃的食物热量表,9,豆汁(生),10,100
766,糖类的食物热量表,10,巧克力,586,100
767,糖类的食物热量表,10,巧克力(维夫),572,100
768,糖类的食物热量表,10,芝麻南糖,538,100
769,糖类的食物热量表,10,酥糖,436,100
770,糖类的食物热量表,10,奶糖,407,100
771,糖类的食物热量表,10,巧克力(酒芯),400,100
772,糖类的食物热量表,10,酸三色糖,397,100
773,糖类的食物热量表,10,冰糖,397,100
774,糖类的食物热量表,10,绵白糖,396,100
775,糖类的食物热量表,10,红糖,389,100
776,糖类的食物热量表,10,米花糖,384,100
777,糖类的食物热量表,10,泡泡糖,360,68
778,糖类的食物热量表,10,淀粉(团粉),346,100
779,糖类的食物热量表,10,淀粉(玉米),345,100
780,糖类的食物热量表,10,淀粉(土豆粉),337,100
781,糖类的食物热量表,10,蜂蜜,321,100
782,饮料类的食物热量表,11,麦乳精,429,100
783,饮料类的食物热量表,11,酸梅精,394,100
784,饮料类的食物热量表,11,山楂精,386,100
785,饮料类的食物热量表,11,二锅头(58度),352,100
786,饮料类的食物热量表,11,可可粉,320,100
787,饮料类的食物热量表,11,甲级龙井,309,100
788,饮料类的食物热量表,11,铁观音,304,100
789,饮料类的食物热量表,11,绿茶,296,100
790,饮料类的食物热量表,11,红茶,294,100
791,饮料类的食物热量表,11,花茶,281,100
792,饮料类的食物热量表,11,橘汁(浓缩蜜橘),235,100
793,饮料类的食物热量表,11,紫雪糕,228,100
794,饮料类的食物热量表,11,砖茶,206,100
795,饮料类的食物热量表,11,冰砖,153,100
796,饮料类的食物热量表,11,冰淇淋,126,100
797,饮料类的食物热量表,11,橘子汁,119,100
798,饮料类的食物热量表,11,红葡萄酒(16度),91,100
799,饮料类的食物热量表,11,红葡萄酒(12度),68,100
800,饮料类的食物热量表,11,白葡萄酒(11度),62,100
801,饮料类的食物热量表,11,喜乐,53,100
802,饮料类的食物热量表,11,冰棍,47,100
803,饮料类的食物热量表,11,杏仁露,46,100
804,饮料类的食物热量表,11,汽水(特制),42,100
805,饮料类的食物热量表,11,巧克力豆奶,39,100
806,饮料类的食物热量表,11,柠檬汽水,38,100
807,饮料类的食物热量表,11,北京6度特制啤酒,35,100
808,茵藻类的食物热量表,12,石花菜,314,100
809,茵藻类的食物热量表,12,琼脂,311,100
810,茵藻类的食物热量表,12,发菜,246,100
811,茵藻类的食物热量表,12,口蘑,242,100
812,茵藻类的食物热量表,12,普中红蘑,214,100
813,茵藻类的食物热量表,12,珍珠白蘑,212,100
814,茵藻类的食物热量表,12,冬菇,212,86
815,茵藻类的食物热量表,12,香菇(干),211,95
816,茵藻类的食物热量表,12,杏丁蘑,207,100
817,茵藻类的食物热量表,12,紫菜,207,100
818,茵藻类的食物热量表,12,黑木耳,205,100
819,茵藻类的食物热量表,12,大红菇,200,100
820,茵藻类的食物热量表,12,白木耳,200,96
821,茵藻类的食物热量表,12,黄蘑,166,89
822,茵藻类的食物热量表,12,榛蘑,157,77
823,茵藻类的食物热量表,12,苔菜,148,100
824,茵藻类的食物热量表,12,松蘑,112,100
825,茵藻类的食物热量表,12,海带(干),77,98
826,茵藻类的食物热量表,12,金针菇,26,100
827,茵藻类的食物热量表,12,草菇,23,100
828,茵藻类的食物热量表,12,双孢蘑菇,22,97
829,茵藻类的食物热量表,12,水发木耳,21,100
830,茵藻类的食物热量表,12,金针菇(罐装),21,100
831,茵藻类的食物热量表,12,平菇,20,93
832,茵藻类的食物热量表,12,鲜蘑,20,99
833,茵藻类的食物热量表,12,香菇(鲜),19,100
834,茵藻类的食物热量表,12,海带(鲜),17,100
835,茵藻类的食物热量表,12,猴头菇(罐装),13,100
836,其它食品的食物热量表,13,芝麻酱,618,100
837,其它食品的食物热量表,13,花生酱,594,100
838,其它食品的食物热量表,13,芥末,476,100
839,其它食品的食物热量表,13,胡椒粉,357,100
840,其它食品的食物热量表,13,味精,268,100
841,其它食品的食物热量表,13,豆鼓(五香),244,100
842,其它食品的食物热量表,13,辣油豆瓣酱,184,100
843,其它食品的食物热量表,13,豆瓣酱,178,100
844,其它食品的食物热量表,13,甜面酱,136,100
845,其它食品的食物热量表,13,辣酱(麻),135,100
846,其它食品的食物热量表,13,黄酱,131,100
847,其它食品的食物热量表,13,醋,130,100
848,其它食品的食物热量表,13,牛肉辣瓣酱,127,100
849,其它食品的食物热量表,13,糖蒜,114,74
850,其它食品的食物热量表,13,甜辣黄瓜,99,100
851,其它食品的食物热量表,13,郫县辣酱,89,100
852,其它食品的食物热量表,13,合锦菜,75,100
853,其它食品的食物热量表,13,八宝菜(酱),72,100
854,其它食品的食物热量表,13,酱油,71,100
855,其它食品的食物热量表,13,萝卜干,60,100
856,其它食品的食物热量表,13,豆瓣辣酱,59,100
857,其它食品的食物热量表,13,大头菜(桂花),51,100
858,其它食品的食物热量表,13,冬菜,46,100
859,其它食品的食物热量表,13,酱苤蓝丝,39,100
860,其它食品的食物热量表,13,芥菜头,38,100
861,其它食品的食物热量表,13,辣萝卜条,37,100
862,其它食品的食物热量表,13,大头菜(酱),36,100
863,其它食品的食物热量表,13,辣椒糊,31,100
864,其它食品的食物热量表,13,酱萝卜,30,100
865,其它食品的食物热量表,13,榨菜,29,100
866,其它食品的食物热量表,13,腌雪里红,25,100
867,其它食品的食物热量表,13,酱黄瓜,24,100
868,其它食品的食物热量表,13,韭菜花(腌),15,100
869,其它食品的食物热量表,13,芝麻酱,618,100
870,其它食品的食物热量表,13,花生酱,594,100
871,其它食品的食物热量表,13,芥末,476,100
872,其它食品的食物热量表,13,胡椒粉,357,100
873,其它食品的食物热量表,13,味精,268,100
874,其它食品的食物热量表,13,豆鼓(五香),244,100
875,其它食品的食物热量表,13,辣油豆瓣酱,184,100
876,其它食品的食物热量表,13,豆瓣酱,178,100
877,其它食品的食物热量表,13,甜面酱,136,100
878,其它食品的食物热量表,13,辣酱(麻),135,100
879,其它食品的食物热量表,13,黄酱,131,100
880,其它食品的食物热量表,13,醋,130,100
881,其它食品的食物热量表,13,牛肉辣瓣酱,127,100
882,其它食品的食物热量表,13,糖蒜,114,74
883,其它食品的食物热量表,13,甜辣黄瓜,99,100
884,其它食品的食物热量表,13,郫县辣酱,89,100
885,其它食品的食物热量表,13,合锦菜,75,100
